Temp,Turbidity (cm),DO(mg/L),BOD (mg/L),CO2,pH`,Alkalinity (mg L-1 ),Hardness (mg L-1 ),Calcium (mg L-1 ),Ammonia (mg L-1 ),Nitrite (mg L-1 ),Phosphorus (mg L-1 ),H2S (mg L-1 ),Plankton (No. L-1),Water Quality
0.314536437,0.257727932,0.254411383,0.041142784,0.499484037,0.279395637,0.406904412,0.528523951,0.053794952,0.029944821,0.005130979,0.640411392,0.195136208,-0.987558967,2
0.283037982,0.62818625,0.241046942,0.147792929,-0.833699857,-0.999497512,0.018083099,0.299930316,0.305258992,0.035119342,0.015475734,0.946328894,0.199713375,1.618698096,2
0.25057196,0.261537808,0.25066961,8.45E-05,0.556229861,0.944720864,0.032442239,0.454028007,0.056856726,0.016614902,0.003440602,0.968817063,0.023163778,-0.912531644,2
0.326463578,0.239782479,0.243107987,0.054391924,-0.015661182,-0.067597564,0.820054322,0.088129425,0.134014688,0.003631374,0.003830803,0.000740758,0.084589283,1.508599391,2
0.325457606,0.723180848,0.217734686,0.20921791,-1.651573172,-0.00322304,0.669579589,0.07592356,0.158090966,0.022891696,0.110798648,0.705485341,0.140431966,-0.135307367,2
0.301183331,0.273616578,0.21953241,0.017910986,-0.292421927,-0.884392294,0.086468494,0.326943865,0.044593613,0.030959269,0.000868805,0.866774472,0.144518607,-1.464620269,2
0.378901504,0.221104198,0.349990414,0.027491171,1.246385275,-1.061644324,0.07305805,0.161189073,0.172865821,0.00237297,0.004464374,0.001371575,0.197967529,0.520502012,2
0.410951161,0.255929519,0.240963643,0.152792301,1.117900057,-1.025039646,0.043714214,0.690359172,0.582855755,0.033085992,0.000563559,0.00042896,0.197066402,-1.100046753,2
0.409271853,0.200517177,0.236650497,0.009419224,1.150645335,-1.081399599,0.274542397,0.747384658,0.202651865,0.03893898,0.229935395,0.000267342,0.192873292,-0.125635763,2
0.361802113,0.441217751,0.350691272,0.187105613,0.874732578,-0.309035921,0.838839184,0.08627387,0.281995192,0.009217346,2.98E-05,0.928571316,0.095860013,1.466205519,2
0.389800882,0.17005442,0.408584596,0.075940696,0.785829744,-1.019344552,0.587731755,0.505725205,0.030660415,0.021133003,0.000110214,0.6448928,0.010068261,-0.052029563,2
0.375983392,0.446333038,0.465434297,0.01746293,1.054358578,1.05828536,0.792221672,0.369045611,0.029729721,0.043738199,0.003363998,0.655610608,0.195069428,0.776866172,2
0.397376775,0.273265383,0.355068531,0.060964221,1.180278308,-0.075691588,0.053319366,0.709369333,0.057070065,0.022243235,0.155655111,0.648990429,0.127201993,1.637424293,2
0.385732609,0.457981921,0.425915257,0.081656471,1.189658971,0.010378469,0.493246342,0.309316455,0.049495851,0.045997955,0.320270674,0.820386307,0.162113331,0.069443011,2
0.370105936,0.518610484,0.394222949,0.250380435,1.207512419,-0.843185587,0.277058868,0.410215069,0.124531031,0.01311098,0.080415938,0.65193408,0.198843381,0.236848945,2
0.383920053,0.371433741,0.21730889,0.032433576,1.169730731,-0.064565085,0.355992084,0.193961287,0.288476303,0.031414336,0.23471913,0.963918261,0.192350083,0.430602013,2
0.405497943,0.22775723,0.464132282,0.040544682,0.916488723,-0.477955576,0.990283377,0.516104005,0.146235754,0.047694833,0.001059195,0.001234784,0.193368515,-1.276973675,2
0.397680101,0.186104675,0.407086941,0.098036766,0.918883322,1.106889758,0.924074458,0.573526637,0.026947814,0.017425781,0.003476571,0.884364092,0.108635876,-1.121069879,2
0.366433862,0.187157329,0.254064447,0.276839807,0.619879271,1.051258589,0.975436121,0.578482437,0.221832496,0.039603295,4.99E-05,0.828500603,0.196398697,-0.745300685,2
0.363946015,0.375313899,0.401269101,0.065281601,0.896585911,-0.81996302,0.414573021,0.216293765,0.082243191,0.007406767,0.011405401,0.001918623,0.068422704,-0.75923523,2
0.376627198,0.194283536,0.253896589,0.095884663,0.994491453,-0.695245915,0.029876749,0.617938149,0.037623248,0.012653486,0.001033515,0.000867761,0.173645242,-0.215800998,2
0.405880782,0.193983459,0.349404511,0.122687429,0.65149571,-0.645996652,0.858391864,0.328937887,0.02513798,0.006564532,0.357943035,0.001168626,0.000547138,0.595641264,2
0.395321973,0.209952219,0.45002594,0.031710425,0.816610083,-0.701159304,0.035315999,0.097633178,0.040298503,0.001406434,0.07822269,0.681303994,0.195093877,-0.10470027,2
0.392314224,0.266244825,0.234824449,0.076303889,0.760286905,1.056157536,0.773590021,0.223868564,0.04437543,0.034349611,0.106979336,0.840030811,0.164099688,-0.558191533,2
0.362996511,0.61762775,0.241288963,0.053201179,0.983628728,-0.322837098,0.048732859,0.177680863,0.242766888,0.005196552,0.000987535,0.881633838,0.00118092,-1.041028542,2
0.359307307,0.7938209,0.314458941,0.18152223,0.881332169,-0.973445266,0.405026672,0.729503977,0.105153814,0.026607117,0.129733343,0.680584454,0.199966083,-0.213691394,2
0.406706012,0.189775931,0.290477357,0.199923346,0.866996236,-0.807708531,0.031400294,0.087202324,0.032963317,0.009004161,0.003432148,0.001270412,0.100784635,-0.124605863,2
0.379598569,0.674440773,0.481283079,0.271269425,0.612022092,-1.056343283,0.502241739,0.229134719,0.084083955,0.011382972,0.071166415,0.911943619,0.195689573,0.44680164,2
0.38359791,0.309254703,0.283935614,0.052906011,0.757199744,-0.772050889,0.040200625,0.369767828,0.111487531,0.021940231,0.001435292,0.001544508,0.19349182,0.057793218,2
0.381971754,0.416292601,0.528162575,0.263396564,0.74623626,-0.665212373,0.037413221,0.107031617,0.479135735,0.00706544,0.003576648,0.001918836,0.196893166,0.010168652,2
0.385264249,0.471284551,0.218899887,0.043299083,1.074709621,0.943067262,0.004892847,0.373473703,0.297147199,0.009712404,0.101311723,0,0.195967685,1.571139156,2
0.370769234,0.412168196,0.340440673,0.01481361,1.039210963,0.281340523,0.659819255,0.62448908,0.078431982,0.046889124,0.241879644,0.058691035,0.673171576,-0.833449053,2
0.368365251,0.31499308,0.439560674,0.220845146,0.657923545,1.112821863,0.089152305,0.098885126,0.057122442,0.014702474,0.122996964,0.004610985,0.236103276,-1.449419387,2
0.408097246,0.179212906,0.417306353,0.264232765,0.665015449,-0.970942608,0.821920496,0.523885122,0.102325068,0.012296706,0.003031049,0.004190743,0.655515824,-1.250761536,2
0.408642305,0.327951392,0.268650659,0.029563334,0.628805918,-0.809116236,0.525151545,0.152855018,0.600606394,0.013904235,0.154979996,0.37115915,0.262205932,-0.053984817,2
0.390496716,0.176350269,0.26195242,0.085983065,1.0931816,0.851986988,0.080993118,0.373898909,0.181672559,0.018744027,0.000816696,0.29246329,0.61473897,0.305025411,2
0.376315564,0.338657427,0.283371669,0.154118356,0.9666508,-0.771854683,0.747306239,0.134923803,0.025167649,0.016763209,0.373629345,0.035393901,0.711602638,-0.164956034,2
0.390196187,0.25113158,0.226435856,0.012427007,1.163219742,-0.778272573,0.062959218,0.353240839,0.241095337,0.011274152,0.283889582,0.601318866,0.992688789,-0.553692006,2
0.394353856,0.162173306,0.246366505,0.063375836,0.648698596,-0.47491334,0.585851872,0.361391775,0.134627236,0.003122339,0.002787339,0.177600556,0.311743796,-0.087838496,2
0.407801616,0.524606454,0.26030111,0.329866165,0.754985419,-0.213661567,0.035557993,0.432764046,0.108718928,0.04359506,0.002003287,0.430894829,0.645699472,-1.094336629,2
0.359785151,0.511768668,0.324112067,0.268695716,0.611959225,-0.954275667,0.703425834,0.576659711,0.076933102,0.019899233,0.215960403,0.0033838,0.348682801,0.009950397,2
0.386652174,0.797045913,0.195290065,0.065112056,1.037588206,0.007754981,0.907641902,0.190790185,0.056803872,0.020432403,0.213087845,0.285080624,0.245707853,-0.450348479,2
0.380075697,0.415089548,0.25402425,0.034983872,0.769734096,0.997178385,0.468376676,0.162991787,0.029951543,0.026771423,0.000189843,0.462300517,0.826909654,-0.21680068,2
0.391300371,0.68017034,0.239458157,0.326402039,1.074734502,-0.65566574,0.064648117,0.314063789,0.227366721,0.032751148,0.115787212,0.382684518,0.787750281,-0.053961256,2
0.387833837,0.237221551,0.370860908,0.052072589,0.665775939,0.181646548,0.052972428,0.223007335,0.167649078,0.015077228,0.343099715,0.002878739,0.770284132,0.854722667,2
0.368024464,0.571220612,0.268307505,0.006051765,0.943934248,1.098123703,0.339571124,0.25894181,0.395117762,0.010236682,0.001350325,0.118929244,0.404624741,1.778517222,2
0.360807309,0.267713517,0.46847112,0.031724389,0.6061418,0.060556457,0.048241289,0.219920389,0.054178077,0.037491015,0.00178293,0.46574801,0.605989842,0.613748027,2
0.355183664,0.205925011,0.516568638,0.040426929,0.645294032,1.016345313,0.056559787,0.698786441,0.036689604,0.016039071,0.078684853,0.43139782,0.530665187,0.980593261,2
0.358108785,0.308143618,0.484077896,0.259152673,0.905031693,0.949328629,0.060800466,0.329925059,0.144223158,0.014015901,0.002155465,0.032227045,0.8916032,-1.485855944,2
0.373782529,0.57876066,0.196569408,0.329642655,1.075805631,-1.028724975,0.925891939,0.476756813,0.035055395,0.046288523,0.003504893,0.126850262,0.787931928,0.304938845,2
0.400955849,0.169864731,0.257290903,0.278877511,0.998582986,-0.974476716,0.033529199,0.613095796,0.322490215,0.017380112,0.219574558,0.242283427,0.482353632,-0.397293594,2
0.374545472,0.309989342,0.350179906,0.026831142,0.718497517,-0.691928305,0.021641247,0.409214343,0.317875232,0.012910339,0.000755962,0.366857853,0.700868969,0.167518854,2
0.39144403,0.323880363,0.195631506,0.219537709,1.010904786,0.985251761,0.027313216,0.087264441,0.047728222,0.035106785,0.023953657,0.36260395,0.445450689,1.467204087,2
0.413650092,0.180958666,0.330076684,0.185409682,1.067683297,-0.870373578,0.446090293,0.624121909,0.060795524,0.029942043,0.001520733,0.17236314,0.719187318,1.756576644,2
0.393135556,0.267784135,0.398916466,0.023955612,0.796152368,-0.82820267,0.544772144,0.23078579,0.522317731,0.043133021,0.347748853,0.201231534,0.482632466,-0.651410611,2
0.386697707,0.270069447,0.283087087,0.133202603,1.142319072,-0.002735132,0.547063324,0.094376468,0.03202729,0.037012014,0.003390861,0.00850381,0.267734896,0.984968669,2
0.368405397,0.761367887,0.443995349,0.035662284,0.699495973,0.164803839,0.922824362,0.055607183,0.04131784,0.011070344,0.369682338,0.17134817,0.630068217,-1.315499723,2
0.398597684,0.196494583,0.274737117,0.239727064,0.744206907,-0.395958979,0.355645279,0.585276723,0.512103813,0.033156647,0.002178691,0.326458484,0.722742526,-0.426194818,2
0.407470191,0.576935641,0.210001297,0.075722431,0.993908338,-0.119456573,0.01029058,0.137657341,0.083078646,0.039609452,0.349757622,0.082025778,0.500700711,0.675785783,2
0.405734193,0.258523796,0.289792069,0.180653073,1.18714374,0.729599183,0.079217301,0.333012516,0.029185983,0.004015172,0.002338105,0.002429959,0.682585142,0.824246875,2
0.390105195,0.635916423,0.226373969,0.030512703,1.152125382,-1.026789812,0.065618479,0.707108189,0.294852157,0.015478948,0.002199826,0.217652721,0.554125608,0.274084389,2
0.393536856,0.563575237,0.254476425,0.079605823,0.990625959,-0.673754875,0.084520245,0.168897847,0.167026014,0.01225577,0.003180588,0.348389831,0.349400147,0.085644007,2
0.40901804,0.739777213,0.197224153,0.003531738,0.575335906,-0.451408303,0.608381925,0.50224226,0.209007746,0.022504307,0.179497842,0.003383338,0.490062537,1.643766158,2
0.380357239,0.228097327,0.238874151,0.054020224,1.241050629,-0.052591591,0.67150909,0.30674942,0.077891182,0.046106002,0.001731663,0.002654077,0.948084428,1.748559919,2
0.371826033,0.384451832,0.477627134,0.093764111,1.133620574,-1.037730642,0.93027584,0.436182706,0.240972944,0.037141674,0.103573667,0.597143457,0.315924861,-0.307927777,2
0.392176486,0.607262898,0.270133212,0.282223755,0.855853169,0.18370553,0.390252135,0.208939775,0.326886976,0.002248165,0.173063727,0.364441329,1,-1.070226238,2
0.372162772,0.164191702,0.211723107,0.032686639,1.190829363,-0.79949335,0.035113769,0.118245729,0.423146904,0.019139772,0.246598755,0.346529513,0.358379371,-0.06455079,2
0.391590369,0.155918105,0.394475463,0.137512636,1.050194242,0.926710753,0.04704876,0.649539071,0.045018285,0.04512838,0.00062884,0.325500156,0.518900312,-1.404242337,2
0.357417644,0.409993958,0.265391533,0.155691099,0.744955737,-0.667658144,0.337453604,0.178191076,0.525107734,0.012310435,0.000360276,0.002338652,0.519325837,0.298017782,2
0.413752652,0.195315882,0.196666803,0.034087282,0.692729128,-0.769834097,0.95875855,0.544818742,0.444753361,0.043317877,0.001316865,0.036993161,0.249888377,0.952433048,2
0.366889137,0.462368194,0.230291259,0.108837795,1.182121713,0.948560404,0.980766341,0.188161804,0.248321452,0.016177736,0.040194746,0.092842577,0.403364562,-0.181756748,2
0.390718059,0.272676171,0.200543693,0.181936842,0.804498022,-0.960926102,0.589793518,0.129033015,0.027766441,0.040390253,2.57E-06,0.003971635,0.609422838,0.728485545,2
0.375268295,0.312946672,0.440549736,0.007907484,0.803445795,0.051470397,0.038369489,0.356902363,0.162004702,0.017435226,0.219478042,0.097251392,0.270785554,-0.982216919,2
0.397283395,0.215854097,0.292159246,0.328306938,0.856450173,-0.918813051,0.058272399,0.122209227,0.12311384,0.029977221,0.336755868,0.187821611,0.863689801,-1.423891493,2
0.356255291,0.339850279,0.319817104,0.025539728,1.113152126,-0.837422692,0.2840891,0.092967801,0.049047326,0.009596003,0.345746818,0.42650898,0.573954336,-1.26516834,2
0.358566118,0.409819474,0.466178821,0.15473095,0.689636734,-0.499576199,0.084417001,0.212261446,0.315370876,0.011636774,0.069033328,0.393278572,0.724023927,0.921885565,2
0.40973482,0.259392991,0.271844533,0.017234051,1.060010652,1.09039384,0.060028137,0.292015816,0.21574022,0.019477668,0.001390506,0.393280093,0.364783227,1.139074437,2
0.3598111,0.269199737,0.366347533,0.008080068,1.028235795,0.24248486,0.077325066,0.194545605,0.054684172,0.001988607,0.002062793,0.458319656,0.909456273,-0.834898341,2
0.374362262,0.376597107,0.317819628,0.272289379,1.154022497,0.892067683,0.002316681,0.273198297,0.380736383,0.019697518,0.132508325,0.005435393,0.871787636,-0.672468896,2
0.385889038,0.40883454,0.529262491,0.027671147,0.841170617,-0.552799047,0.044571532,0.232630509,0.04984669,0.038100606,0.002032065,0.464230053,0.286550556,-1.168024978,2
0.369261203,0.527424557,0.470931028,0.283141634,0.652779596,0.08442744,0.074315153,0.69966892,0.406976992,0.03363838,0.001491949,0.500118714,0.336539577,-0.854374343,2
0.38688351,0.490501996,0.283657948,0.07038769,1.180961941,-0.896180598,0.880313106,0.089244378,0.598257304,0.003315893,0.003770006,0.004345452,0.37898228,-0.932996693,2
0.40103861,0.266944871,0.466239424,0.035567749,1.077597892,0.305847244,0.038370012,0.520313892,0.2424637,0.033845591,0.250319043,0.347873907,0.989784454,0.320510391,2
0.385633349,0.379573537,0.229451122,0.236696483,0.979976001,-0.31062082,0.712765086,0.394507632,0.429778485,0.003861354,0.319785068,0.060087073,0.793241677,-0.647969613,2
0.410025442,0.312399179,0.359278728,0.034956597,1.097348518,-1.069825079,0.017812527,0.137243674,0.064356177,0.02206995,0.001213588,0.003815381,0.419078248,0.384649205,2
0.36334084,0.216274787,0.291667971,0.035419717,1.106203224,0.335750448,0.067017475,0.29389999,0.222356775,0.040513024,0.106190451,0.54773376,0.517287486,0.690985548,2
0.379380682,0.250989218,0.462654605,0.067087126,0.965900557,-0.633106271,0.001356606,0.414487041,0.033137724,0.017280313,0.18054606,0.139153095,0.692122669,-1.426407398,2
0.371262854,0.201496293,0.277376914,0.303050466,1.139580326,-0.957222276,0.017963533,0.104454978,0.078743307,0.039945829,0.000268155,0.004462911,0.678118727,-0.653179829,2
0.390167029,0.422571349,0.453491487,0.001563049,1.047332591,1.115970969,0.601234963,0.140818936,0.054962475,0.008162208,0.000524829,0.420413163,0.397513366,0.896979643,2
0.3567598,0.529246028,0.388112497,0.039260725,0.951783835,0.848350882,0.598668658,0.206484588,0.080034264,0.034671184,0.35983106,0.00522812,0.438204268,-0.273501911,2
0.358378434,0.277147135,0.267801501,0.021788421,1.058340274,0.955781051,0.360247879,0.644630389,0.062069969,0.013522954,0.019578319,0.47898295,0.860688526,-0.558809623,2
0.373796218,0.40193971,0.23159392,0.007799253,1.24857634,0.867316596,0.388957163,0.361071701,0.050443261,0.005876927,0.00156061,0.003861008,0.959161772,-0.285950153,2
0.360442023,0.688538388,0.202709709,0.346986272,1.017239281,-0.66803781,0.076263243,0.657728526,0.09310858,0.034202309,0.169965417,0.461355214,0.261990975,-0.102997139,2
0.364704946,0.732190693,0.483507764,0.287403991,1.152452941,-0.972375177,0.059968672,0.167904738,0.35733236,0.037674655,0.262351589,0.316545138,0.409894815,-0.279159286,2
0.376668139,0.215641335,0.276689223,0.078572518,0.707227356,-0.821627082,0.674023625,0.322477715,0.1866522,0.033296869,0.38563905,0.054500283,0.237409472,1.537964204,2
0.356955307,0.234100796,0.338366263,0.106163834,1.104652199,-0.947668641,0.010615645,0.535418568,0.05777247,0.047732485,0.26969143,0.004194538,0.570657819,-0.807298617,2
0.39677802,0.419290228,0.468554196,0.181161439,0.730270636,-0.675262305,0.316026255,0.12288152,0.097566281,0.01883617,3.51E-05,0.158176865,0.44550631,0.036746726,2
0.392739141,0.745039072,0.484237279,0.052080075,0.867949776,-0.843152814,0.947137187,0.715001228,0.179304251,0.010316002,0.003081637,0.271458952,0.516014047,-1.44394381,2
0.364943844,0.712512903,0.279472281,0.178857072,1.132487806,1.017225788,0.964014122,0.089803128,0.036267513,0.003645539,0.001532794,0.00386169,0.44423687,-0.318441063,2
0.358287153,0.203780648,0.352875077,0.141046613,0.856300704,-0.974168061,0.063991257,0.211584338,0.053940424,0.019105239,7.95E-05,0.585706198,0.22060487,1.791546615,2
0.378779529,0.330248348,0.392173049,0.310762732,0.605590103,0.470329887,0.584182013,0.373994518,0.244738898,0.024281041,0.075943342,0.005235362,0.281718543,-0.522169577,2
0.382134585,0.686270424,0.325876751,0.017199534,0.715762129,0.221214002,0.890925372,0.076331794,0.174469886,0.033305311,0.002298483,0.233222487,0.666477046,-1.389164716,2
0.36664586,0.205460421,0.508839393,0.033365816,0.604002966,1.106836214,1.84E-05,0.58462758,0.025328022,0.035814306,0.002270602,0.217654926,0.530561682,-0.382307497,2
0.406313694,0.173206181,0.275791154,0.280713931,1.025301322,0.674088547,0.277645948,0.141353061,0.029726349,0.012524299,0.002447734,0.592470841,0.387695406,1.012016569,2
0.390157515,0.185132736,0.435919596,0.027182169,0.751592094,1.106310046,0.065038646,0.717596029,0.569529759,0.034644649,0.064100696,0.004934314,0.506712285,-0.103136754,2
0.355959079,0.298435633,0.408166287,0.248527377,0.870376063,-0.249774304,0.804340423,0.100775048,0.184790694,0.038815746,0.015436044,0.150878067,0.717277664,0.918164289,2
0.408090844,0.231829773,0.272474912,0.035504915,0.695125303,-0.86637761,0.030063715,0.476568843,0.140588937,0.020854226,0.374805586,0.584681794,0.328525692,0.684054579,2
0.381532806,0.151419928,0.327657657,0.176921858,1.198605586,-0.862870888,0.676521425,0.742959226,0.027017005,0.047670039,0.10542961,0.004753393,0.377793077,-0.479604381,2
0.35804174,0.290752458,0.331945291,0.010413187,0.814652915,0.525866823,0.030608553,0.118914038,0.354134683,0.00446137,0.210797339,0.276240264,0.439889552,0.989479267,2
0.360911395,0.417758469,0.202894017,0.031451797,0.71864349,-0.306803779,0.295299411,0.492515264,0.045768707,0.03426061,0.272245756,0.500016177,0.752180763,-0.02778952,2
0.413979603,0.619775447,0.435978676,0.034991478,1.135676523,-0.997222657,0.04423231,0.327398566,0.131584898,0.004428711,0.003675723,0.578119299,0.858835213,1.204753047,2
0.40612201,0.181015914,0.358690944,0.289844523,0.591008041,-0.183113866,0.994744372,0.064218899,0.072919583,0.037174182,0.002122649,0.002455842,0.440569641,0.213029682,2
0.391184516,0.672318091,0.299423068,0.027869823,0.601824558,0.030212254,0.069304608,0.170652023,0.122286437,0.00440256,0.000523006,0.464001324,0.331477715,-0.080758083,2
0.356192904,0.554519758,0.360569144,0.222867038,0.948047159,-0.656987706,0.57940106,0.115678088,0.189139559,0.037373755,0.03458215,0.111122027,0.868606187,-0.166502733,2
0.373774812,0.390607727,0.305006629,0.064217766,1.233162323,1.036056418,0.03161231,0.636814511,0.570365878,0.013245098,0.139081145,0.002479706,0.581013642,1.813131711,2
0.382177015,0.285595714,0.234116287,0.145113449,0.999196388,-0.902979378,0.385281435,0.149113223,0.248020783,0.023859427,0.002612231,0.537253288,0.816621278,1.559540862,2
0.360480015,0.351030511,0.408222608,0.004817286,0.998463104,-1.055541377,0.568679818,0.152745593,0.583013949,0.04866677,0.002984752,0.588715919,0.914338957,0.345182656,2
0.388554313,0.563208805,0.34096569,0.19877843,1.028624099,0.937228203,0.692652884,0.357119705,0.150422332,0.028102299,0.168435604,0.573440617,0.683344822,1.402851073,2
0.373974226,0.758291263,0.411921818,0.169529022,1.225082232,0.478536668,0.051199567,0.251378149,0.099965094,0.01818572,0.003912398,0.468106659,0.848914522,0.168973827,2
0.381386847,0.55183809,0.321809002,0.021780882,0.728629204,-1.012336181,0.659283139,0.723053352,0.045525143,0.048644822,0.310549769,0.306447085,0.872819925,-0.083266181,2
0.388962108,0.695317467,0.19925421,0.035378511,1.198922474,0.843995505,0.040058772,0.501502508,0.076318081,0.010902917,0.000110497,0.216402559,0.849802056,0.586616315,2
0.359042135,0.264509048,0.198883049,0.067246701,0.608213225,-0.721404406,0.056871016,0.149077719,0.388370076,0.048024262,0.002300869,0.268181328,0.746522957,0.416177818,2
0.358001083,0.151203925,0.31855563,0.167322145,1.147442118,0.822160944,0.550533505,0.609744445,0.200423603,0.01449458,0.001167347,0.345040663,0.64110225,0.313501001,2
0.372491987,0.191193368,0.246540073,0.171683606,0.596746265,-0.798062583,0.80437178,0.464802087,0.042981484,0.039312384,0.077274903,0.003536931,0.588315578,-0.945123003,2
0.385623765,0.255695015,0.366913714,0.017811246,0.866955458,-0.641111219,0.2890783,0.466937195,0.19060373,0.000735204,0.135091572,0.369557246,0.453731324,-0.170292479,2
0.388012546,0.562075364,0.286707434,0.319786707,0.993863536,-0.900281722,0.994987528,0.496612355,0.04187128,0.014481084,0.210730519,0.203221242,0.592779846,0.537883177,2
0.368958591,0.275610062,0.262177195,0.19598943,0.712759374,-0.764465341,0.078184347,0.081215363,0.262014725,0.007064426,0.003703214,0.56558609,0.551944054,1.625147523,2
0.408881596,0.471156619,0.223346547,0.322695862,1.136174158,-0.829298835,0.061021347,0.751188396,0.046703888,0.034583213,0.074317322,0.133760545,0.657629814,-1.256943697,2
0.403707404,0.187653073,0.233855492,0.311812086,0.722786973,-0.527581997,0.084729857,0.748489656,0.386773247,0.002252474,0.226453993,0.005261612,0.409820772,-1.181790505,2
0.381033134,0.320916196,0.245268543,0.222997348,0.696946203,1.114749484,0.418279688,0.150817928,0.053519731,0.028121679,0.182168262,0.27245197,0.289351817,-0.318563317,2
0.413006297,0.43058841,0.466607471,0.022840195,1.007411221,1.023384707,0.068087239,0.104768247,0.116522114,0.042331429,0.335303112,0.013125137,0.978628447,-0.380866364,2
0.388987315,0.182559472,0.503250464,0.118249336,1.238595051,0.612055708,0.047756848,0.112310422,0.302340984,0.033338362,0.00113647,0.003587018,0.191879978,1.873634409,2
0.368534401,0.510187558,0.462741353,0.030790591,1.041128611,0.280336212,0.023380411,0.258221357,0.598246634,0.049781282,0.00207972,0.232602183,0.108361607,-2.941487377,2
0.402806602,0.208668146,0.371979618,0.065452312,0.725549579,1.080331007,0.794928252,0.117989029,0.041657991,0.047417587,0.014527455,0.035929665,0.011130821,2.82472392,2
0.381433353,0.213607723,0.241848818,0.294594553,1.219189304,0.420365857,0.607691599,0.478506889,0.03982131,0.040247693,0.192567565,0.195195231,0.194384991,-2.131275177,2
0.369459106,0.206047963,0.448803946,0.091294465,0.842336248,0.69435512,0.408555287,0.177156899,0.58287855,0.012125098,0.082340776,0.002503507,0.085852679,-2.292650767,2
0.411422558,0.577838858,0.254709603,0.051800503,0.598435196,1.017480432,0.065672653,0.600159896,0.243774354,0.00578422,0.003675732,0.146845198,0.198410667,2.801078258,2
0.363075449,0.290068536,0.436329897,0.003719917,0.734343443,-0.830205226,0.814082253,0.212367056,0.0294439,0.046043253,0.001205136,0.423527832,0.048692349,2.387735268,2
0.385079026,0.157438028,0.292812047,0.091580415,1.214453313,0.631925804,0.044614851,0.357788828,0.519050352,0.032570023,0.334309435,0.500898009,0.193613875,-2.804931813,2
0.412403292,0.220195107,0.509667792,0.040182201,1.18767727,1.021864149,0.024181379,0.112018676,0.55138086,0.039859555,0.209597511,0.091176844,0.050695127,3.024564095,2
0.393154289,0.694970571,0.413785391,0.017908332,0.985245479,0.869516128,0.009448047,0.719168241,0.568776559,0.046230754,0.002254501,0.59498561,0.191642159,-2.385289876,2
0.391152705,0.604932699,0.48760239,0.0648768,0.969926423,-1.039332026,0.956342967,0.149922158,0.057392912,0.028534478,0.126166562,0.051574277,0.19158548,-2.399411308,2
0.382526427,0.473258909,0.289404617,0.051069152,0.57448864,-1.065384239,0.751499302,0.714661271,0.038545735,0.048527903,0.339267731,0.410661672,0.082231188,2.868550774,2
0.388958355,0.215338144,0.456428757,0.231563664,0.663350167,-0.723014386,0.051002956,0.28134443,0.061634663,0.027510718,0.003280216,0.266933292,0.193401022,-3.082037469,2
0.408797907,0.2191538,0.417759724,0.04120628,0.725367715,-0.93544739,0.009264601,0.670869505,0.353189001,0.035645463,0.001375219,0.528239857,0.198662258,-2.332234266,2
0.376968915,0.178306867,0.489314349,0.156365086,1.157884411,-0.993350822,0.023264172,0.360181426,0.129821151,0.017108047,0.000536015,0.006000273,0.050532124,2.607285974,2
0.368197802,0.298000073,0.336611202,0.039151023,0.847576886,0.46283787,0.807768643,0.053192886,0.202767027,0.023470051,0.003500334,0.145933258,0.166308646,3.019076464,2
0.379782739,0.231976329,0.350058411,0.047783615,0.798446298,1.073155826,0.070859105,0.093950339,0.088843233,0.012309063,0.002777242,0.523739799,0.197041892,2.824604578,2
0.370864516,0.286597045,0.34272454,0.20696965,0.758671367,-0.883265214,0.953884074,0.370973693,0.174195522,0.032044772,0.002285536,0.003676141,0.197090083,-2.099149897,2
0.381034321,0.25924543,0.220906829,0.063468353,0.783219734,-0.825770785,0.0500307,0.426719745,0.050246174,0.008424415,0.002680519,0.211419826,0.191565351,2.937700298,2
0.391916709,0.596349305,0.392191798,0.080704896,0.876236009,0.798127231,0.40722865,0.065523968,0.441917455,0.026581066,0.268398184,0.005590022,0.194976808,-2.047205441,2
0.386392287,0.250001552,0.204538037,0.07292291,0.709658481,-0.971936797,0.062574,0.402426838,0.224423536,0.034412153,0.000263372,0.182474319,0.197346277,2.019170609,2
0.377517461,0.354227181,0.40822103,0.212586458,0.974654507,-0.8521483,0.607894255,0.625460392,0.453773388,0.024130621,0.325869229,0.005180032,0.118474023,-2.05366444,2
0.40654569,0.428178109,0.352289335,0.324113371,1.038373725,0.136848614,0.960362679,0.358189857,0.057855351,0.035882042,0.003039067,0.005969634,0.136456932,-2.542156898,2
0.372455839,0.374340972,0.274008481,0.067192848,1.05809534,0.313003315,0.293721704,0.538972372,0.500670988,0.044742668,0.002946262,0.155083897,0.200999576,-2.130204635,2
0.378385174,0.786134182,0.243826427,0.069981822,0.823644292,-0.822881698,0.803427259,0.219206606,0.04962999,0.049652562,0.002445747,0.066893288,0.192282059,-2.615751846,2
0.385385967,0.61984162,0.310805925,0.020817049,1.249711497,-0.826086289,0.342578225,0.605974933,0.178817045,0.049730827,0.000787127,0.449646543,0.20094759,2.766441142,2
0.358267689,0.290927023,0.244162631,0.329580485,0.745925769,0.994649193,0.319456541,0.215718334,0.122738014,0.028168687,5.54E-05,0.003656845,0.198206136,2.366469748,2
